--Game for all players in current generation--

[2013.06.24 07:14:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #614759 - Mutant Chromosome Child 2 - Score 244651]
[2013.06.24 07:15:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #615118 - Mutant Chromosome Child 2 - Score 244795]
[2013.06.24 07:15:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #615484 - Mutant Chromosome Child 2 - Score 244942]
[2013.06.24 07:16:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #615846 - Robot Genetic 2 - Score 245086]
[2013.06.24 07:16:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #616210 - Mutant Chromosome Child 2 - Score 245231]
[2013.06.24 07:17:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #616574 - Robot Genetic 2 - Score 245378]
[2013.06.24 07:17:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #616930 - Robot Genetic 2 - Score 245518]
[2013.06.24 07:18:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #617292 - Robot Genetic 2 - Score 245664]
[2013.06.24 07:18:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #617660 - Mutant Chromosome Child 2 - Score 245812]
[2013.06.24 07:19:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #618022 - Robot Genetic 2 - Score 245957]
[2013.06.24 07:19:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #618382 - Mutant Chromosome Child 2 - Score 246102]
[2013.06.24 07:20:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #618737 - Robot Genetic 2 - Score 246242]
[2013.06.24 07:20:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #619094 - Robot Genetic 2 - Score 246386]
[2013.06.24 07:21:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #619452 - Robot Genetic 2 - Score 246528]
[2013.06.24 07:21:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #619809 - Mutant Chromosome Child 2 - Score 246671]
[2013.06.24 07:22:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #620164 - Robot Genetic 2 - Score 246812]
[2013.06.24 07:22:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #620532 - Mutant Chromosome Child 2 - Score 246961]
[2013.06.24 07:23:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #620899 - Robot Genetic 2 - Score 247107]
[2013.06.24 07:23:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #621254 - Robot Genetic 2 - Score 247250]
[2013.06.24 07:24:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #621604 - Mutant Chromosome Child 2 - Score 247387]
[2013.06.24 07:24:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #621962 - Robot Genetic 2 - Score 247533]
[2013.06.24 07:25:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #622329 - Mutant Chromosome Child 2 - Score 247680]
[2013.06.24 07:25:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #622685 - Mutant Chromosome Child 2 - Score 247822]
[2013.06.24 07:26:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #623045 - Robot Genetic 2 - Score 247965]
[2013.06.24 07:26:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #623401 - Robot Genetic 2 - Score 248108]
[2013.06.24 07:27:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #623758 - Robot Genetic 2 - Score 248250]
[2013.06.24 07:27:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #624124 - Robot Genetic 2 - Score 248395]
[2013.06.24 07:28:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #624473 - Robot Genetic 2 - Score 248538]
[2013.06.24 07:28:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #624831 - Robot Genetic 2 - Score 248681]
[2013.06.24 07:29:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #625180 - Robot Genetic 2 - Score 248819]
[2013.06.24 07:29:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #625530 - Mutant Chromosome Child 2 - Score 248959]
[2013.06.24 07:30:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #625876 - Mutant Chromosome Child 2 - Score 249097]
[2013.06.24 07:30:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #626230 - Mutant Chromosome Child 2 - Score 249239]
[2013.06.24 07:31:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #626583 - Mutant Chromosome Child 2 - Score 249382]
[2013.06.24 07:31:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #626937 - Robot Genetic 2 - Score 249523]
[2013.06.24 07:32:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #627295 - Robot Genetic 2 - Score 249664]
[2013.06.24 07:32:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #627660 - Mutant Chromosome Child 2 - Score 249811]
[2013.06.24 07:33:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #628025 - Mutant Chromosome Child 2 - Score 249957]
[2013.06.24 07:33:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #628384 - Mutant Chromosome Child 2 - Score 250100]
[2013.06.24 07:34:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #628759 - Mutant Chromosome Child 2 - Score 250253]
[2013.06.24 07:34:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #629124 - Robot Genetic 2 - Score 250397]
[2013.06.24 07:35:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #629494 - Robot Genetic 2 - Score 250546]
[2013.06.24 07:35:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #629857 - Mutant Chromosome Child 2 - Score 250692]
[2013.06.24 07:36:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #630224 - Mutant Chromosome Child 2 - Score 250838]
[2013.06.24 07:36:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #630570 - Mutant Chromosome Child 2 - Score 250975]
[2013.06.24 07:37:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #630946 - Robot Genetic 2 - Score 251127]
[2013.06.24 07:37:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #631304 - Robot Genetic 2 - Score 251266]
[2013.06.24 07:38:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #631680 - Mutant Chromosome Child 2 - Score 251420]
[2013.06.24 07:38:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #632054 - Robot Genetic 2 - Score 251569]
[2013.06.24 07:39:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #632407 - Mutant Chromosome Child 2 - Score 251712]
[2013.06.24 07:39:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #632792 - Mutant Chromosome Child 2 - Score 251864]
[2013.06.24 07:40:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #633162 - Robot Genetic 2 - Score 252014]
[2013.06.24 07:40:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #633531 - Robot Genetic 2 - Score 252160]
[2013.06.24 07:41:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #633896 - Mutant Chromosome Child 2 - Score 252308]
[2013.06.24 07:41:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #634258 - Robot Genetic 2 - Score 252451]
[2013.06.24 07:42:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #634624 - Mutant Chromosome Child 2 - Score 252598]
[2013.06.24 07:42:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #634985 - Mutant Chromosome Child 2 - Score 252741]
[2013.06.24 07:43:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #635353 - Robot Genetic 2 - Score 252887]
[2013.06.24 07:43:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #635713 - Robot Genetic 2 - Score 253032]
[2013.06.24 07:44:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #636078 - Mutant Chromosome Child 2 - Score 253180]
[2013.06.24 07:44:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #636430 - Robot Genetic 2 - Score 253320]
[2013.06.24 07:45:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #636796 - Mutant Chromosome Child 2 - Score 253467]
[2013.06.24 07:45:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #637161 - Robot Genetic 2 - Score 253612]
[2013.06.24 07:46:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #637538 - Robot Genetic 2 - Score 253760]
[2013.06.24 07:46:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #637892 - Mutant Chromosome Child 2 - Score 253905]
[2013.06.24 07:47:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #638259 - Mutant Chromosome Child 2 - Score 254051]
[2013.06.24 07:47:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #638634 - Mutant Chromosome Child 2 - Score 254203]
[2013.06.24 07:48:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #639007 - Robot Genetic 2 - Score 254351]
[2013.06.24 07:48:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #639378 - Robot Genetic 2 - Score 254500]
[2013.06.24 07:49:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #639750 - Robot Genetic 2 - Score 254646]
[2013.06.24 07:49:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #640112 - Mutant Chromosome Child 2 - Score 254793]
[2013.06.24 07:50:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #640482 - Mutant Chromosome Child 2 - Score 254942]
[2013.06.24 07:50:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #640856 - Robot Genetic 2 - Score 255090]
[2013.06.24 07:51:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #641206 - Robot Genetic 2 - Score 255230]
[2013.06.24 07:51:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #641579 - Robot Genetic 2 - Score 255380]
[2013.06.24 07:52:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #641947 - Robot Genetic 2 - Score 255524]
[2013.06.24 07:52:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #642315 - Mutant Chromosome Child 2 - Score 255674]
[2013.06.24 07:53:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #642687 - Mutant Chromosome Child 2 - Score 255821]
[2013.06.24 07:53:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #643053 - Mutant Chromosome Child 2 - Score 255969]
[2013.06.24 07:54:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #643417 - Mutant Chromosome Child 2 - Score 256115]
[2013.06.24 07:54:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #643787 - Mutant Chromosome Child 2 - Score 256262]
[2013.06.24 07:55:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #644134 - Robot Genetic 2 - Score 256400]
[2013.06.24 07:55:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #644498 - Mutant Chromosome Child 2 - Score 256546]
[2013.06.24 07:56:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #644860 - Robot Genetic 2 - Score 256690]
[2013.06.24 07:56:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #645224 - Mutant Chromosome Child 2 - Score 256838]
[2013.06.24 07:57:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #645578 - Mutant Chromosome Child 2 - Score 256977]
[2013.06.24 07:57:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #645922 - Robot Genetic 2 - Score 257114]
[2013.06.24 07:58:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #646286 - Mutant Chromosome Child 2 - Score 257261]
[2013.06.24 07:58:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #646647 - Robot Genetic 2 - Score 257406]
[2013.06.24 07:59:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #647014 - Mutant Chromosome Child 2 - Score 257555]
[2013.06.24 07:59:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #647375 - Mutant Chromosome Child 2 - Score 257696]
[2013.06.24 08:00:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #647742 - Mutant Chromosome Child 2 - Score 257844]
[2013.06.24 08:00:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #648103 - Mutant Chromosome Child 2 - Score 257990]
[2013.06.24 08:01:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #648472 - Robot Genetic 2 - Score 258137]
[2013.06.24 08:01:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #648828 - Mutant Chromosome Child 2 - Score 258278]
[2013.06.24 08:02:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #649170 - Robot Genetic 2 - Score 258416]
[2013.06.24 08:02:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #649528 - Robot Genetic 2 - Score 258558]
[2013.06.24 08:03:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #649888 - Mutant Chromosome Child 2 - Score 258702]
[2013.06.24 08:03:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #650241 - Mutant Chromosome Child 2 - Score 258844]
[2013.06.24 08:04:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #650586 - Mutant Chromosome Child 2 - Score 258982]
[2013.06.24 08:04:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #650936 - Mutant Chromosome Child 2 - Score 259123]
[2013.06.24 08:05:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #651298 - Mutant Chromosome Child 2 - Score 259267]
[2013.06.24 08:05:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #651668 - Robot Genetic 2 - Score 259415]
[2013.06.24 08:06:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #652026 - Mutant Chromosome Child 2 - Score 259558]
[2013.06.24 08:06:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #652412 - Mutant Chromosome Child 2 - Score 259713]
[2013.06.24 08:07:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #652776 - Robot Genetic 2 - Score 259858]
[2013.06.24 08:07:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #653125 - Mutant Chromosome Child 2 - Score 259999]
[2013.06.24 08:08:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #653485 - Robot Genetic 2 - Score 260142]
[2013.06.24 08:08:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #653837 - Robot Genetic 2 - Score 260284]
[2013.06.24 08:09:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #654196 - Robot Genetic 2 - Score 260426]
[2013.06.24 08:09:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #654555 - Mutant Chromosome Child 2 - Score 260569]
[2013.06.24 08:10:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #654926 - Mutant Chromosome Child 2 - Score 260718]
[2013.06.24 08:10:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #655296 - Mutant Chromosome Child 2 - Score 260866]
[2013.06.24 08:11:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #655660 - Mutant Chromosome Child 2 - Score 261013]
[2013.06.24 08:11:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #656034 - Robot Genetic 2 - Score 261163]
[2013.06.24 08:12:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #656399 - Mutant Chromosome Child 2 - Score 261306]
[2013.06.24 08:12:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #656770 - Mutant Chromosome Child 2 - Score 261456]
[2013.06.24 08:13:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #657138 - Robot Genetic 2 - Score 261603]
[2013.06.24 08:13:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #657500 - Mutant Chromosome Child 2 - Score 261746]
[2013.06.24 08:14:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #657856 - Mutant Chromosome Child 2 - Score 261890]
[2013.06.24 08:14:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #658232 - Robot Genetic 2 - Score 262040]
[2013.06.24 08:15:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #658595 - Mutant Chromosome Child 2 - Score 262187]
[2013.06.24 08:15:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #658958 - Robot Genetic 2 - Score 262331]
[2013.06.24 08:16:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #659330 - Mutant Chromosome Child 2 - Score 262479]
[2013.06.24 08:16:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #659697 - Mutant Chromosome Child 2 - Score 262625]
[2013.06.24 08:17:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #660051 - Mutant Chromosome Child 2 - Score 262768]
[2013.06.24 08:17:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #660416 - Robot Genetic 2 - Score 262915]
[2013.06.24 08:18:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #660788 - Robot Genetic 2 - Score 263064]
[2013.06.24 08:18:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #661157 - Robot Genetic 2 - Score 263212]
[2013.06.24 08:19:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #661528 - Mutant Chromosome Child 2 - Score 263359]
[2013.06.24 08:19:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #661893 - Robot Genetic 2 - Score 263502]
[2013.06.24 08:20:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #662262 - Robot Genetic 2 - Score 263653]
[2013.06.24 08:20:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #662618 - Robot Genetic 2 - Score 263794]
[2013.06.24 08:21:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #662970 - Mutant Chromosome Child 2 - Score 263938]
[2013.06.24 08:21:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #663343 - Mutant Chromosome Child 2 - Score 264087]
[2013.06.24 08:22:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #663699 - Robot Genetic 2 - Score 264227]
[2013.06.24 08:22:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #664069 - Mutant Chromosome Child 2 - Score 264375]
[2013.06.24 08:23:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #664431 - Robot Genetic 2 - Score 264519]
[2013.06.24 08:23:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #664793 - Mutant Chromosome Child 2 - Score 264665]
[2013.06.24 08:24:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #665142 - Robot Genetic 2 - Score 264805]
[2013.06.24 08:24:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #665500 - Mutant Chromosome Child 2 - Score 264948]
[2013.06.24 08:25:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #665856 - Mutant Chromosome Child 2 - Score 265090]
[2013.06.24 08:25:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #666215 - Mutant Chromosome Child 2 - Score 265234]
[2013.06.24 08:26:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #666568 - Robot Genetic 2 - Score 265373]
[2013.06.24 08:26:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #666926 - Robot Genetic 2 - Score 265518]
[2013.06.24 08:27:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #667299 - Robot Genetic 2 - Score 265666]
[2013.06.24 08:27:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #667640 - Robot Genetic 2 - Score 265804]
[2013.06.24 08:28:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #668007 - Mutant Chromosome Child 2 - Score 265951]
[2013.06.24 08:28:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #668370 - Mutant Chromosome Child 2 - Score 266096]
[2013.06.24 08:29:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #668724 - Mutant Chromosome Child 2 - Score 266236]
[2013.06.24 08:29:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #669089 - Robot Genetic 2 - Score 266385]
[2013.06.24 08:30:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #669455 - Robot Genetic 2 - Score 266530]
[2013.06.24 08:30:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #669816 - Mutant Chromosome Child 2 - Score 266674]
[2013.06.24 08:31:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #670170 - Robot Genetic 2 - Score 266814]
[2013.06.24 08:31:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #670535 - Mutant Chromosome Child 2 - Score 266962]
[2013.06.24 08:32:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #670889 - Mutant Chromosome Child 2 - Score 267105]
[2013.06.24 08:32:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #671270 - Robot Genetic 2 - Score 267254]
[2013.06.24 08:33:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #671632 - Robot Genetic 2 - Score 267400]
[2013.06.24 08:33:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #672010 - Robot Genetic 2 - Score 267551]
[2013.06.24 08:34:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #672372 - Robot Genetic 2 - Score 267698]
[2013.06.24 08:34:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #672747 - Robot Genetic 2 - Score 267847]
[2013.06.24 08:35:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #673102 - Robot Genetic 2 - Score 267989]
[2013.06.24 08:35:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #673472 - Mutant Chromosome Child 2 - Score 268137]
[2013.06.24 08:36:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #673845 - Mutant Chromosome Child 2 - Score 268286]
[2013.06.24 08:36:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #674197 - Robot Genetic 2 - Score 268427]
[2013.06.24 08:37:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #674576 - Robot Genetic 2 - Score 268577]
[2013.06.24 08:37:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #674943 - Mutant Chromosome Child 2 - Score 268726]
[2013.06.24 08:38:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #675296 - Mutant Chromosome Child 2 - Score 268866]
[2013.06.24 08:38:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #675649 - Mutant Chromosome Child 2 - Score 269007]
[2013.06.24 08:39:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #676031 - Robot Genetic 2 - Score 269160]
[2013.06.24 08:39:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #676389 - Mutant Chromosome Child 2 - Score 269304]
[2013.06.24 08:40:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #676745 - Mutant Chromosome Child 2 - Score 269446]
[2013.06.24 08:40:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #677099 - Mutant Chromosome Child 2 - Score 269588]
[2013.06.24 08:41:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #677472 - Robot Genetic 2 - Score 269736]
[2013.06.24 08:41:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #677818 - Robot Genetic 2 - Score 269873]
[2013.06.24 08:42:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #678165 - Mutant Chromosome Child 2 - Score 270015]
[2013.06.24 08:42:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #678526 - Mutant Chromosome Child 2 - Score 270159]
[2013.06.24 08:43:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #678885 - Robot Genetic 2 - Score 270302]
[2013.06.24 08:43:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #679241 - Robot Genetic 2 - Score 270442]
[2013.06.24 08:44:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #679599 - Robot Genetic 2 - Score 270588]
[2013.06.24 08:44:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #679953 - Mutant Chromosome Child 2 - Score 270731]
[2013.06.24 08:45:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #680317 - Mutant Chromosome Child 2 - Score 270875]
[2013.06.24 08:45:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #680681 - Mutant Chromosome Child 2 - Score 271020]
[2013.06.24 08:46:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #681037 - Mutant Chromosome Child 2 - Score 271162]
[2013.06.24 08:46:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #681397 - Robot Genetic 2 - Score 271304]
[2013.06.24 08:47:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #681764 - Robot Genetic 2 - Score 271453]
[2013.06.24 08:47:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #682126 - Mutant Chromosome Child 2 - Score 271596]
[2013.06.24 08:48:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #682496 - Mutant Chromosome Child 2 - Score 271746]
[2013.06.24 08:48:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #682862 - Robot Genetic 2 - Score 271891]
[2013.06.24 08:49:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #683227 - Mutant Chromosome Child 2 - Score 272039]
[2013.06.24 08:49:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #683592 - Mutant Chromosome Child 2 - Score 272184]
[2013.06.24 08:50:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #683948 - Robot Genetic 2 - Score 272325]
[2013.06.24 08:50:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #684305 - Mutant Chromosome Child 2 - Score 272470]
[2013.06.24 08:51:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #684665 - Robot Genetic 2 - Score 272611]
[2013.06.24 08:51:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #685026 - Mutant Chromosome Child 2 - Score 272758]
[2013.06.24 08:52:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #685382 - Robot Genetic 2 - Score 272899]
[2013.06.24 08:53:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #685760 - Robot Genetic 2 - Score 273052]
[2013.06.24 08:53:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #686119 - Robot Genetic 2 - Score 273196]
[2013.06.24 08:54:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #686488 - Robot Genetic 2 - Score 273342]
[2013.06.24 08:54:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #686845 - Robot Genetic 2 - Score 273484]
[2013.06.24 08:55:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #687210 - Robot Genetic 2 - Score 273631]
[2013.06.24 08:55:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #687584 - Mutant Chromosome Child 2 - Score 273782]
[2013.06.24 08:56:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #687950 - Mutant Chromosome Child 2 - Score 273928]
[2013.06.24 08:56:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #688311 - Mutant Chromosome Child 2 - Score 274071]
[2013.06.24 08:57:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #688673 - Mutant Chromosome Child 2 - Score 274216]
