--Game for all players in current generation--

[2013.06.23 18:00:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #29383 - Mutant Chromosome Child 2]
[2013.06.23 18:01:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #29705 - Robot Genetic 2]
[2013.06.23 18:01:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #30029 - Mutant Chromosome Child 2]
[2013.06.23 18:02:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #30347 - Mutant Chromosome Child 1]
[2013.06.23 18:02:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #30680 - Robot Genetic 2]
[2013.06.23 18:03:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #30994 - Mutant Chromosome Child 1]
[2013.06.23 18:03:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #31321 - Mutant Chromosome Child 1]
[2013.06.23 18:04:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #31626 - Mutant Chromosome Child 2]
[2013.06.23 18:04:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #31956 - Mutant Chromosome Child 2]
[2013.06.23 18:05:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #32281 - Mutant Chromosome Child 2]
[2013.06.23 18:05:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #32740 - Robot Genetic 2]
[2013.06.23 18:06:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #33214 - Mutant Chromosome Child 2]
[2013.06.23 18:06:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #33682 - Mutant Chromosome Child 2]
[2013.06.23 18:07:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #34162 - Robot Genetic 2]
[2013.06.23 18:07:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #34623 - Robot Genetic 2]
[2013.06.23 18:08:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #35098 - Mutant Chromosome Child 2]
[2013.06.23 18:08:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #35571 - Robot Genetic 2]
[2013.06.23 18:09:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #36054 - Robot Genetic 2]
[2013.06.23 18:09:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #36553 - Robot Genetic 2]
[2013.06.23 18:10:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #37053 - Robot Genetic 2]
[2013.06.23 18:10:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #37537 - Robot Genetic 2]
[2013.06.23 18:11:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #38025 - Mutant Chromosome Child 2]
[2013.06.23 18:11:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #38501 - Robot Genetic 2]
[2013.06.23 18:12:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #38985 - Mutant Chromosome Child 2]
[2013.06.23 18:12:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #39471 - Robot Genetic 2]
[2013.06.23 18:13:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #39943 - Mutant Chromosome Child 2]
[2013.06.23 18:13:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #40434 - Robot Genetic 2]
[2013.06.23 18:14:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #40905 - Robot Genetic 2]
[2013.06.23 18:14:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #41388 - Mutant Chromosome Child 2]
[2013.06.23 18:15:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #41851 - Robot Genetic 2]
[2013.06.23 18:15:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #42332 - Mutant Chromosome Child 2]
[2013.06.23 18:16:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #42780 - Mutant Chromosome Child 2]
[2013.06.23 18:16:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #43225 - Robot Genetic 2]
[2013.06.23 18:17:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #43675 - Robot Genetic 2]
[2013.06.23 18:17:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #44155 - Robot Genetic 2]
[2013.06.23 18:18:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #44638 - Robot Genetic 2]
[2013.06.23 18:18:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #45130 - Robot Genetic 2]
[2013.06.23 18:19:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #45590 - Robot Genetic 2]
[2013.06.23 18:19:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #46061 - Mutant Chromosome Child 2]
[2013.06.23 18:20:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #46541 - Mutant Chromosome Child 2]
[2013.06.23 18:20:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #47007 - Robot Genetic 2]
[2013.06.23 18:21:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #47465 - Mutant Chromosome Child 2]
[2013.06.23 18:21:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #47924 - Mutant Chromosome Child 2]
[2013.06.23 18:22:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #48388 - Mutant Chromosome Child 2]
[2013.06.23 18:22:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #48853 - Mutant Chromosome Child 2]
[2013.06.23 18:23:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #49312 - Mutant Chromosome Child 2]
[2013.06.23 18:23:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #49786 - Robot Genetic 2]
[2013.06.23 18:24:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #50268 - Mutant Chromosome Child 2]
[2013.06.23 18:24:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #50735 - Mutant Chromosome Child 2]
[2013.06.23 18:25:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #51211 - Robot Genetic 2]
[2013.06.23 18:25:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #51699 - Robot Genetic 2]
[2013.06.23 18:26:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #52160 - Mutant Chromosome Child 2]
[2013.06.23 18:26:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #52614 - Mutant Chromosome Child 2]
[2013.06.23 18:27:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #53090 - Robot Genetic 2]
[2013.06.23 18:27:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #53547 - Robot Genetic 2]
[2013.06.23 18:28:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #54001 - Robot Genetic 2]
[2013.06.23 18:28:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #54464 - Mutant Chromosome Child 2]
[2013.06.23 18:29:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #57040 - Mutant Chromosome Child 2]
[2013.06.23 18:29:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #57513 - Robot Genetic 2]
[2013.06.23 18:30:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #57974 - Robot Genetic 2]
[2013.06.23 18:30:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #58410 - Robot Genetic 2]
[2013.06.23 18:31:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #58870 - Robot Genetic 2]
[2013.06.23 18:31:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #59345 - Robot Genetic 2]
[2013.06.23 18:32:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #59814 - Robot Genetic 2]
[2013.06.23 18:32:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #60274 - Robot Genetic 2]
[2013.06.23 18:33:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #60676 - Robot Genetic 2]
[2013.06.23 18:33:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #61041 - Mutant Chromosome Child 2]
[2013.06.23 18:34:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #61391 - Mutant Chromosome Child 2]
[2013.06.23 18:34:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #61791 - Mutant Chromosome Child 2]
[2013.06.23 18:35:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #62236 - Robot Genetic 2]
[2013.06.23 18:35:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #62580 - Robot Genetic 2]
[2013.06.23 18:36:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #62936 - Mutant Chromosome Child 2]
[2013.06.23 18:36:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #63294 - Mutant Chromosome Child 2]
[2013.06.23 18:37:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #63660 - Mutant Chromosome Child 2]
[2013.06.23 18:37:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #64018 - Mutant Chromosome Child 2]
[2013.06.23 18:38:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #64368 - Robot Genetic 2]
[2013.06.23 18:38:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #64740 - Mutant Chromosome Child 2]
[2013.06.23 18:39:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #65102 - Robot Genetic 2]
[2013.06.23 18:39:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #65453 - Mutant Chromosome Child 2]
[2013.06.23 18:40:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #65814 - Robot Genetic 2]
[2013.06.23 18:41:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #66166 - Robot Genetic 2]
[2013.06.23 18:41:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #66523 - Mutant Chromosome Child 2]
[2013.06.23 18:42:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #66899 - Robot Genetic 2]
[2013.06.23 18:42:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #67355 - Robot Genetic 2]
[2013.06.23 18:43:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #67801 - Robot Genetic 2]
[2013.06.23 18:43:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #68279 - Robot Genetic 2]
[2013.06.23 18:44:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #68749 - Mutant Chromosome Child 2]
[2013.06.23 18:44:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #69218 - Mutant Chromosome Child 2]
[2013.06.23 18:45:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #69686 - Mutant Chromosome Child 2]
[2013.06.23 18:45:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #70139 - Robot Genetic 2]
[2013.06.23 18:46:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #70598 - Robot Genetic 2]
[2013.06.23 18:46:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #71060 - Mutant Chromosome Child 2]
[2013.06.23 18:47:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #71493 - Robot Genetic 2]
[2013.06.23 18:47:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #71964 - Robot Genetic 2]
[2013.06.23 18:48:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #72425 - Mutant Chromosome Child 2]
[2013.06.23 18:48:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #72890 - Robot Genetic 2]
[2013.06.23 18:49:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #73364 - Mutant Chromosome Child 2]
[2013.06.23 18:49:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #73818 - Mutant Chromosome Child 2]
[2013.06.23 18:50:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #74280 - Robot Genetic 2]
[2013.06.23 18:50:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #74742 - Robot Genetic 2]
[2013.06.23 18:51:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #75186 - Robot Genetic 2]
[2013.06.23 18:51:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #75557 - Mutant Chromosome Child 2]
[2013.06.23 18:52:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #75997 - Mutant Chromosome Child 2]
[2013.06.23 18:52:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #76511 - Robot Genetic 2]
[2013.06.23 18:53:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #77890 - Robot Genetic 2]
[2013.06.23 18:53:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #78467 - Mutant Chromosome Child 2]
[2013.06.23 18:54:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #78905 - Mutant Chromosome Child 2]
[2013.06.23 18:54:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #79267 - Mutant Chromosome Child 2]
[2013.06.23 18:55:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #79626 - Mutant Chromosome Child 2]
[2013.06.23 18:55:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #80006 - Robot Genetic 2]
[2013.06.23 18:56:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #80349 - Mutant Chromosome Child 2]
[2013.06.23 18:56:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #80696 - Mutant Chromosome Child 2]
[2013.06.23 18:57:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #81026 - Robot Genetic 2]
[2013.06.23 18:57:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #81361 - Robot Genetic 2 - Score 31292]
[2013.06.23 18:58:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #81724 - Mutant Chromosome Child 2 - Score 31438]
[2013.06.23 18:58:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #82076 - Mutant Chromosome Child 2 - Score 31578]
[2013.06.23 18:59:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #82436 - Robot Genetic 2 - Score 31720]
[2013.06.23 18:59:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #82790 - Mutant Chromosome Child 2 - Score 31864]
[2013.06.23 19:00:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #83127 - Mutant Chromosome Child 2 - Score 31997]
[2013.06.23 19:00:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #83491 - Robot Genetic 2 - Score 32143]
[2013.06.23 19:01:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #83849 - Mutant Chromosome Child 2 - Score 32288]
[2013.06.23 19:01:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #84191 - Mutant Chromosome Child 2 - Score 32424]
[2013.06.23 19:02:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #84560 - Robot Genetic 2 - Score 32570]
[2013.06.23 19:02:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #84916 - Mutant Chromosome Child 2 - Score 32716]
[2013.06.23 19:03:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #85277 - Mutant Chromosome Child 2 - Score 32858]
[2013.06.23 19:03:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #85633 - Robot Genetic 2 - Score 33000]
[2013.06.23 19:04:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #86000 - Robot Genetic 2 - Score 33148]
[2013.06.23 19:04:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #86360 - Mutant Chromosome Child 2 - Score 33291]
[2013.06.23 19:05:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #86715 - Robot Genetic 2 - Score 33434]
[2013.06.23 19:05:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #87077 - Mutant Chromosome Child 2 - Score 33577]
[2013.06.23 19:06:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #87441 - Robot Genetic 2 - Score 33723]
[2013.06.23 19:06:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #87800 - Mutant Chromosome Child 2 - Score 33867]
[2013.06.23 19:07:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #88142 - Robot Genetic 2 - Score 34004]
[2013.06.23 19:07:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #88502 - Mutant Chromosome Child 2 - Score 34148]
[2013.06.23 19:08:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #88866 - Mutant Chromosome Child 2 - Score 34295]
[2013.06.23 19:08:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #89216 - Robot Genetic 2 - Score 34435]
[2013.06.23 19:09:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #89581 - Mutant Chromosome Child 2 - Score 34580]
[2013.06.23 19:09:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #89953 - Mutant Chromosome Child 2 - Score 34729]
[2013.06.23 19:10:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #90313 - Robot Genetic 2 - Score 34872]
[2013.06.23 19:10:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #90677 - Robot Genetic 2 - Score 35016]
[2013.06.23 19:11:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #91033 - Robot Genetic 2 - Score 35161]
[2013.06.23 19:11:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #91391 - Mutant Chromosome Child 2 - Score 35304]
[2013.06.23 19:12:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #91755 - Robot Genetic 2 - Score 35449]
[2013.06.23 19:12:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #92108 - Mutant Chromosome Child 2 - Score 35590]
[2013.06.23 19:13:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #92472 - Mutant Chromosome Child 2 - Score 35735]
[2013.06.23 19:13:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #92841 - Mutant Chromosome Child 2 - Score 35883]
[2013.06.23 19:14:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #93210 - Robot Genetic 2 - Score 36031]
[2013.06.23 19:14:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #93564 - Mutant Chromosome Child 2 - Score 36175]
[2013.06.23 19:15:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #93917 - Robot Genetic 2 - Score 36312]
[2013.06.23 19:15:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #94276 - Robot Genetic 2 - Score 36458]
[2013.06.23 19:16:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #94641 - Robot Genetic 2 - Score 36602]
[2013.06.23 19:16:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #95006 - Mutant Chromosome Child 2 - Score 36751]
[2013.06.23 19:17:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #95357 - Robot Genetic 2 - Score 36889]
[2013.06.23 19:17:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #95719 - Mutant Chromosome Child 2 - Score 37036]
[2013.06.23 19:18:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #96075 - Mutant Chromosome Child 2 - Score 37178]
[2013.06.23 19:18:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #96440 - Mutant Chromosome Child 2 - Score 37323]
[2013.06.23 19:19:00 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #96801 - Mutant Chromosome Child 2 - Score 37467]
[2013.06.23 19:19:30 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #97169 - Robot Genetic 2 - Score 37616]
[2013.06.23 19:20:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #97524 - Robot Genetic 2 - Score 37757]
[2013.06.23 19:20:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #97891 - Mutant Chromosome Child 2 - Score 37905]
[2013.06.23 19:21:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #98245 - Mutant Chromosome Child 2 - Score 38046]
[2013.06.23 19:21:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #98615 - Robot Genetic 2 - Score 38193]
[2013.06.23 19:22:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #98976 - Mutant Chromosome Child 2 - Score 38340]
[2013.06.23 19:22:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #99340 - Mutant Chromosome Child 2 - Score 38483]
[2013.06.23 19:23:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #99708 - Mutant Chromosome Child 2 - Score 38631]
[2013.06.23 19:23:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #100062 - Robot Genetic 2 - Score 38772]
[2013.06.23 19:24:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #100434 - Robot Genetic 2 - Score 38921]
[2013.06.23 19:24:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #100789 - Mutant Chromosome Child 2 - Score 39063]
[2013.06.23 19:25:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #101155 - Robot Genetic 2 - Score 39210]
[2013.06.23 19:25:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #101514 - Robot Genetic 2 - Score 39354]
[2013.06.23 19:26:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #101874 - Robot Genetic 2 - Score 39498]
[2013.06.23 19:26:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #102230 - Robot Genetic 2 - Score 39640]
[2013.06.23 19:27:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #102584 - Mutant Chromosome Child 2 - Score 39782]
[2013.06.23 19:27:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #102939 - Mutant Chromosome Child 2 - Score 39924]
[2013.06.23 19:28:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #103291 - Robot Genetic 2 - Score 40064]
[2013.06.23 19:28:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #103664 - Robot Genetic 2 - Score 40213]
[2013.06.23 19:29:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #104026 - Robot Genetic 2 - Score 40358]
[2013.06.23 19:29:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #104394 - Robot Genetic 2 - Score 40505]
[2013.06.23 19:30:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #104757 - Robot Genetic 2 - Score 40650]
[2013.06.23 19:30:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #105120 - Mutant Chromosome Child 2 - Score 40798]
[2013.06.23 19:31:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #105487 - Mutant Chromosome Child 2 - Score 40944]
[2013.06.23 19:31:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #105861 - Mutant Chromosome Child 2 - Score 41091]
[2013.06.23 19:32:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #106218 - Robot Genetic 2 - Score 41234]
[2013.06.23 19:32:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #106589 - Mutant Chromosome Child 2 - Score 41384]
[2013.06.23 19:33:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #106968 - Robot Genetic 2 - Score 41532]
[2013.06.23 19:33:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #107328 - Robot Genetic 2 - Score 41674]
[2013.06.23 19:34:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #107683 - Mutant Chromosome Child 2 - Score 41821]
[2013.06.23 19:34:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #108043 - Robot Genetic 2 - Score 41963]
[2013.06.23 19:35:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #108410 - Robot Genetic 2 - Score 42110]
[2013.06.23 19:35:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #108773 - Mutant Chromosome Child 2 - Score 42257]
[2013.06.23 19:36:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #109130 - Robot Genetic 2 - Score 42399]
[2013.06.23 19:36:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #109487 - Robot Genetic 2 - Score 42543]
[2013.06.23 19:37:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #109839 - Robot Genetic 2 - Score 42684]
[2013.06.23 19:37:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #110198 - Mutant Chromosome Child 2 - Score 42827]
[2013.06.23 19:38:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #110563 - Robot Genetic 2 - Score 42970]
[2013.06.23 19:38:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #110916 - Robot Genetic 2 - Score 43113]
[2013.06.23 19:39:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #111276 - Robot Genetic 2 - Score 43256]
[2013.06.23 19:39:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #111641 - Mutant Chromosome Child 2 - Score 43402]
[2013.06.23 19:40:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #112013 - Robot Genetic 2 - Score 43554]
[2013.06.23 19:40:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #112366 - Robot Genetic 2 - Score 43696]
[2013.06.23 19:41:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #112729 - Robot Genetic 2 - Score 43840]
[2013.06.23 19:41:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #113110 - Mutant Chromosome Child 2 - Score 43993]
[2013.06.23 19:42:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #113459 - Mutant Chromosome Child 2 - Score 44131]
[2013.06.23 19:42:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #113813 - Robot Genetic 2 - Score 44273]
[2013.06.23 19:43:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #114178 - Mutant Chromosome Child 2 - Score 44419]
[2013.06.23 19:43:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #114555 - Robot Genetic 2 - Score 44570]
[2013.06.23 19:44:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #114917 - Robot Genetic 2 - Score 44715]
[2013.06.23 19:44:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #115287 - Mutant Chromosome Child 2 - Score 44861]
[2013.06.23 19:45:01 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #115644 - Mutant Chromosome Child 2 - Score 45006]
[2013.06.23 19:45:31 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #116013 - Mutant Chromosome Child 2 - Score 45152]
[2013.06.23 19:46:02 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #116369 - Mutant Chromosome Child 2 - Score 45296]
[2013.06.23 19:46:32 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #116728 - Robot Genetic 2 - Score 45439]
[2013.06.23 19:47:02 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #117092 - Mutant Chromosome Child 2 - Score 45585]
[2013.06.23 19:47:32 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #117453 - Mutant Chromosome Child 2 - Score 45728]
[2013.06.23 19:48:02 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #117817 - Mutant Chromosome Child 2 - Score 45876]
[2013.06.23 19:48:32 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #118184 - Robot Genetic 2 - Score 46022]
[2013.06.23 19:49:02 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #118559 - Robot Genetic 2 - Score 46170]
